algoritmo,metrica,entorno,resolucion_deg,repeticion,segmento,inicio_q,meta_q,exito,tiempo_planificacion_s,longitud_geometrica_rad,longitud_continua_rad,longitud_cartesiana_m,duracion_trayectoria_s,jerk_acumulado,manipulabilidad_min,manipulabilidad_mean,camino_grados
astar,L1,E2,6.0,1,W2->W3,"[0.0, 90.0, 0.0]","[0.0, 130.0, 30.0]",1,0.00104,1.2566,1.2631,0.1762,4.8,629.97,0.0,0.00098,"[[0.0, 90.0, 0.0], [0.0, 90.0, 6.0], [0.0, 90.0, 12.0], [0.0, 90.0, 18.0], [0.0, 90.0, 24.0], [0.0, 90.0, 30.0], [0.0, 96.0, 30.0], [0.0, 102.0, 30.0], [0.0, 108.0, 30.0], [0.0, 114.0, 30.0], [0.0, 120.0, 30.0], [0.0, 126.0, 30.0], [0.0, 132.0, 30.0]]"
astar,L1,E2,6.0,1,W3->W4,"[0.0, 130.0, 30.0]","[50.0, 80.0, 0.0]",1,0.00559,3.7699,3.8615,0.6754,14.4,4016.31,0.0,0.00178,"[[0.0, 132.0, 30.0], [0.0, 126.0, 30.0], [0.0, 120.0, 30.0], [0.0, 114.0, 30.0], [0.0, 108.0, 30.0], [0.0, 102.0, 30.0], [0.0, 102.0, 36.0], [0.0, 102.0, 42.0], [0.0, 102.0, 48.0], [0.0, 102.0, 54.0], [0.0, 102.0, 60.0], [0.0, 102.0, 66.0], [0.0, 102.0, 72.0], [0.0, 96.0, 72.0], [6.0, 96.0, 72.0], [12.0, 96.0, 72.0], [18.0, 96.0, 72.0], [24.0, 96.0, 72.0], [30.0, 96.0, 72.0], [30.0, 96.0, 66.0], [36.0, 96.0, 66.0], [42.0, 96.0, 66.0], [42.0, 96.0, 60.0], [42.0, 96.0, 54.0], [42.0, 96.0, 48.0], [42.0, 90.0, 48.0], [42.0, 90.0, 42.0], [48.0, 90.0, 42.0], [48.0, 90.0, 36.0], [48.0, 84.0, 36.0], [48.0, 84.0, 30.0], [48.0, 84.0, 24.0], [48.0, 84.0, 18.0], [48.0, 78.0, 18.0], [48.0, 78.0, 12.0], [48.0, 78.0, 6.0], [48.0, 78.0, 0.0]]"
astar,L1,E2,6.0,1,W4->W5,"[50.0, 80.0, 0.0]","[180.0, 90.0, 0.0]",1,0.00232,2.5133,2.5397,0.709,9.6,1666.69,0.0,0.0,"[[48.0, 78.0, 0.0], [54.0, 78.0, 0.0], [54.0, 84.0, 0.0], [60.0, 84.0, 0.0], [66.0, 84.0, 0.0], [66.0, 90.0, 0.0], [72.0, 90.0, 0.0], [78.0, 90.0, 0.0], [84.0, 90.0, 0.0], [90.0, 90.0, 0.0], [96.0, 90.0, 0.0], [102.0, 90.0, 0.0], [108.0, 90.0, 0.0], [114.0, 90.0, 0.0], [120.0, 90.0, 0.0], [126.0, 90.0, 0.0], [132.0, 90.0, 0.0], [138.0, 90.0, 0.0], [144.0, 90.0, 0.0], [150.0, 90.0, 0.0], [156.0, 90.0, 0.0], [162.0, 90.0, 0.0], [168.0, 90.0, 0.0], [174.0, 90.0, 0.0], [180.0, 90.0, 0.0]]"
astar,L1,E2,6.0,2,W0->W1,"[180.0, 90.0, 0.0]","[-50.0, 80.0, 0.0]",1,0.00147,2.5133,2.5198,0.7208,9.6,601.45,0.0,0.0,"[[180.0, 90.0, 0.0], [180.0, 84.0, 0.0], [180.0, 78.0, 0.0], [186.0, 78.0, 0.0], [192.0, 78.0, 0.0], [198.0, 78.0, 0.0], [204.0, 78.0, 0.0], [210.0, 78.0, 0.0], [216.0, 78.0, 0.0], [222.0, 78.0, 0.0], [228.0, 78.0, 0.0], [234.0, 78.0, 0.0], [240.0, 78.0, 0.0], [246.0, 78.0, 0.0], [252.0, 78.0, 0.0], [258.0, 78.0, 0.0], [264.0, 78.0, 0.0], [270.0, 78.0, 0.0], [276.0, 78.0, 0.0], [282.0, 78.0, 0.0], [288.0, 78.0, 0.0], [294.0, 78.0, 0.0], [300.0, 78.0, 0.0], [306.0, 78.0, 0.0], [312.0, 78.0, 0.0]]"
astar,L1,E2,6.0,2,W1->W2,"[-50.0, 80.0, 0.0]","[0.0, 90.0, 0.0]",1,0.03443,4.1888,4.3073,0.7298,16.0,5265.68,0.0,0.00168,"[[312.0, 78.0, 0.0], [312.0, 84.0, 0.0], [312.0, 84.0, 6.0], [312.0, 84.0, 12.0], [312.0, 90.0, 12.0], [312.0, 90.0, 18.0], [312.0, 90.0, 24.0], [312.0, 90.0, 30.0], [312.0, 90.0, 36.0], [312.0, 90.0, 42.0], [318.0, 90.0, 42.0], [318.0, 96.0, 42.0], [318.0, 96.0, 48.0], [318.0, 102.0, 48.0], [318.0, 102.0, 54.0], [324.0, 102.0, 54.0], [324.0, 102.0, 60.0], [324.0, 102.0, 66.0], [330.0, 102.0, 66.0], [330.0, 102.0, 72.0], [330.0, 102.0, 78.0], [336.0, 102.0, 78.0], [342.0, 102.0, 78.0], [348.0, 102.0, 78.0], [354.0, 102.0, 78.0], [0.0, 102.0, 78.0], [0.0, 102.0, 72.0], [0.0, 96.0, 72.0], [0.0, 96.0, 66.0], [0.0, 96.0, 60.0], [0.0, 96.0, 54.0], [0.0, 96.0, 48.0], [0.0, 96.0, 42.0], [0.0, 96.0, 36.0], [0.0, 96.0, 30.0], [0.0, 90.0, 30.0], [0.0, 90.0, 24.0], [0.0, 90.0, 18.0], [0.0, 90.0, 12.0], [0.0, 90.0, 6.0], [0.0, 90.0, 0.0]]"
astar,L1,E2,6.0,2,W2->W3,"[0.0, 90.0, 0.0]","[0.0, 130.0, 30.0]",1,0.001,1.2566,1.2631,0.1762,4.8,629.97,0.0,0.00098,"[[0.0, 90.0, 0.0], [0.0, 90.0, 6.0], [0.0, 90.0, 12.0], [0.0, 90.0, 18.0], [0.0, 90.0, 24.0], [0.0, 90.0, 30.0], [0.0, 96.0, 30.0], [0.0, 102.0, 30.0], [0.0, 108.0, 30.0], [0.0, 114.0, 30.0], [0.0, 120.0, 30.0], [0.0, 126.0, 30.0], [0.0, 132.0, 30.0]]"
astar,L1,E2,6.0,2,W3->W4,"[0.0, 130.0, 30.0]","[50.0, 80.0, 0.0]",1,0.00559,3.7699,3.8615,0.6754,14.4,4016.31,0.0,0.00178,"[[0.0, 132.0, 30.0], [0.0, 126.0, 30.0], [0.0, 120.0, 30.0], [0.0, 114.0, 30.0], [0.0, 108.0, 30.0], [0.0, 102.0, 30.0], [0.0, 102.0, 36.0], [0.0, 102.0, 42.0], [0.0, 102.0, 48.0], [0.0, 102.0, 54.0], [0.0, 102.0, 60.0], [0.0, 102.0, 66.0], [0.0, 102.0, 72.0], [0.0, 96.0, 72.0], [6.0, 96.0, 72.0], [12.0, 96.0, 72.0], [18.0, 96.0, 72.0], [24.0, 96.0, 72.0], [30.0, 96.0, 72.0], [30.0, 96.0, 66.0], [36.0, 96.0, 66.0], [42.0, 96.0, 66.0], [42.0, 96.0, 60.0], [42.0, 96.0, 54.0], [42.0, 96.0, 48.0], [42.0, 90.0, 48.0], [42.0, 90.0, 42.0], [48.0, 90.0, 42.0], [48.0, 90.0, 36.0], [48.0, 84.0, 36.0], [48.0, 84.0, 30.0], [48.0, 84.0, 24.0], [48.0, 84.0, 18.0], [48.0, 78.0, 18.0], [48.0, 78.0, 12.0], [48.0, 78.0, 6.0], [48.0, 78.0, 0.0]]"
astar,L1,E2,6.0,2,W4->W5,"[50.0, 80.0, 0.0]","[180.0, 90.0, 0.0]",1,0.00233,2.5133,2.5397,0.709,9.6,1666.69,0.0,0.0,"[[48.0, 78.0, 0.0], [54.0, 78.0, 0.0], [54.0, 84.0, 0.0], [60.0, 84.0, 0.0], [66.0, 84.0, 0.0], [66.0, 90.0, 0.0], [72.0, 90.0, 0.0], [78.0, 90.0, 0.0], [84.0, 90.0, 0.0], [90.0, 90.0, 0.0], [96.0, 90.0, 0.0], [102.0, 90.0, 0.0], [108.0, 90.0, 0.0], [114.0, 90.0, 0.0], [120.0, 90.0, 0.0], [126.0, 90.0, 0.0], [132.0, 90.0, 0.0], [138.0, 90.0, 0.0], [144.0, 90.0, 0.0], [150.0, 90.0, 0.0], [156.0, 90.0, 0.0], [162.0, 90.0, 0.0], [168.0, 90.0, 0.0], [174.0, 90.0, 0.0], [180.0, 90.0, 0.0]]"
astar,L1,E2,6.0,3,W0->W1,"[180.0, 90.0, 0.0]","[-50.0, 80.0, 0.0]",1,0.00145,2.5133,2.5198,0.7208,9.6,601.45,0.0,0.0,"[[180.0, 90.0, 0.0], [180.0, 84.0, 0.0], [180.0, 78.0, 0.0], [186.0, 78.0, 0.0], [192.0, 78.0, 0.0], [198.0, 78.0, 0.0], [204.0, 78.0, 0.0], [210.0, 78.0, 0.0], [216.0, 78.0, 0.0], [222.0, 78.0, 0.0], [228.0, 78.0, 0.0], [234.0, 78.0, 0.0], [240.0, 78.0, 0.0], [246.0, 78.0, 0.0], [252.0, 78.0, 0.0], [258.0, 78.0, 0.0], [264.0, 78.0, 0.0], [270.0, 78.0, 0.0], [276.0, 78.0, 0.0], [282.0, 78.0, 0.0], [288.0, 78.0, 0.0], [294.0, 78.0, 0.0], [300.0, 78.0, 0.0], [306.0, 78.0, 0.0], [312.0, 78.0, 0.0]]"
astar,L1,E2,6.0,3,W1->W2,"[-50.0, 80.0, 0.0]","[0.0, 90.0, 0.0]",1,0.03399,4.1888,4.3073,0.7298,16.0,5265.68,0.0,0.00168,"[[312.0, 78.0, 0.0], [312.0, 84.0, 0.0], [312.0, 84.0, 6.0], [312.0, 84.0, 12.0], [312.0, 90.0, 12.0], [312.0, 90.0, 18.0], [312.0, 90.0, 24.0], [312.0, 90.0, 30.0], [312.0, 90.0, 36.0], [312.0, 90.0, 42.0], [318.0, 90.0, 42.0], [318.0, 96.0, 42.0], [318.0, 96.0, 48.0], [318.0, 102.0, 48.0], [318.0, 102.0, 54.0], [324.0, 102.0, 54.0], [324.0, 102.0, 60.0], [324.0, 102.0, 66.0], [330.0, 102.0, 66.0], [330.0, 102.0, 72.0], [330.0, 102.0, 78.0], [336.0, 102.0, 78.0], [342.0, 102.0, 78.0], [348.0, 102.0, 78.0], [354.0, 102.0, 78.0], [0.0, 102.0, 78.0], [0.0, 102.0, 72.0], [0.0, 96.0, 72.0], [0.0, 96.0, 66.0], [0.0, 96.0, 60.0], [0.0, 96.0, 54.0], [0.0, 96.0, 48.0], [0.0, 96.0, 42.0], [0.0, 96.0, 36.0], [0.0, 96.0, 30.0], [0.0, 90.0, 30.0], [0.0, 90.0, 24.0], [0.0, 90.0, 18.0], [0.0, 90.0, 12.0], [0.0, 90.0, 6.0], [0.0, 90.0, 0.0]]"
astar,L1,E2,6.0,3,W2->W3,"[0.0, 90.0, 0.0]","[0.0, 130.0, 30.0]",1,0.00103,1.2566,1.2631,0.1762,4.8,629.97,0.0,0.00098,"[[0.0, 90.0, 0.0], [0.0, 90.0, 6.0], [0.0, 90.0, 12.0], [0.0, 90.0, 18.0], [0.0, 90.0, 24.0], [0.0, 90.0, 30.0], [0.0, 96.0, 30.0], [0.0, 102.0, 30.0], [0.0, 108.0, 30.0], [0.0, 114.0, 30.0], [0.0, 120.0, 30.0], [0.0, 126.0, 30.0], [0.0, 132.0, 30.0]]"
astar,L1,E2,6.0,3,W3->W4,"[0.0, 130.0, 30.0]","[50.0, 80.0, 0.0]",1,0.00719,3.7699,3.8615,0.6754,14.4,4016.31,0.0,0.00178,"[[0.0, 132.0, 30.0], [0.0, 126.0, 30.0], [0.0, 120.0, 30.0], [0.0, 114.0, 30.0], [0.0, 108.0, 30.0], [0.0, 102.0, 30.0], [0.0, 102.0, 36.0], [0.0, 102.0, 42.0], [0.0, 102.0, 48.0], [0.0, 102.0, 54.0], [0.0, 102.0, 60.0], [0.0, 102.0, 66.0], [0.0, 102.0, 72.0], [0.0, 96.0, 72.0], [6.0, 96.0, 72.0], [12.0, 96.0, 72.0], [18.0, 96.0, 72.0], [24.0, 96.0, 72.0], [30.0, 96.0, 72.0], [30.0, 96.0, 66.0], [36.0, 96.0, 66.0], [42.0, 96.0, 66.0], [42.0, 96.0, 60.0], [42.0, 96.0, 54.0], [42.0, 96.0, 48.0], [42.0, 90.0, 48.0], [42.0, 90.0, 42.0], [48.0, 90.0, 42.0], [48.0, 90.0, 36.0], [48.0, 84.0, 36.0], [48.0, 84.0, 30.0], [48.0, 84.0, 24.0], [48.0, 84.0, 18.0], [48.0, 78.0, 18.0], [48.0, 78.0, 12.0], [48.0, 78.0, 6.0], [48.0, 78.0, 0.0]]"
astar,L1,E2,6.0,3,W4->W5,"[50.0, 80.0, 0.0]","[180.0, 90.0, 0.0]",1,0.00229,2.5133,2.5397,0.709,9.6,1666.69,0.0,0.0,"[[48.0, 78.0, 0.0], [54.0, 78.0, 0.0], [54.0, 84.0, 0.0], [60.0, 84.0, 0.0], [66.0, 84.0, 0.0], [66.0, 90.0, 0.0], [72.0, 90.0, 0.0], [78.0, 90.0, 0.0], [84.0, 90.0, 0.0], [90.0, 90.0, 0.0], [96.0, 90.0, 0.0], [102.0, 90.0, 0.0], [108.0, 90.0, 0.0], [114.0, 90.0, 0.0], [120.0, 90.0, 0.0], [126.0, 90.0, 0.0], [132.0, 90.0, 0.0], [138.0, 90.0, 0.0], [144.0, 90.0, 0.0], [150.0, 90.0, 0.0], [156.0, 90.0, 0.0], [162.0, 90.0, 0.0], [168.0, 90.0, 0.0], [174.0, 90.0, 0.0], [180.0, 90.0, 0.0]]"
astar,L1,E2,6.0,4,W0->W1,"[180.0, 90.0, 0.0]","[-50.0, 80.0, 0.0]",1,0.0015,2.5133,2.5198,0.7208,9.6,601.45,0.0,0.0,"[[180.0, 90.0, 0.0], [180.0, 84.0, 0.0], [180.0, 78.0, 0.0], [186.0, 78.0, 0.0], [192.0, 78.0, 0.0], [198.0, 78.0, 0.0], [204.0, 78.0, 0.0], [210.0, 78.0, 0.0], [216.0, 78.0, 0.0], [222.0, 78.0, 0.0], [228.0, 78.0, 0.0], [234.0, 78.0, 0.0], [240.0, 78.0, 0.0], [246.0, 78.0, 0.0], [252.0, 78.0, 0.0], [258.0, 78.0, 0.0], [264.0, 78.0, 0.0], [270.0, 78.0, 0.0], [276.0, 78.0, 0.0], [282.0, 78.0, 0.0], [288.0, 78.0, 0.0], [294.0, 78.0, 0.0], [300.0, 78.0, 0.0], [306.0, 78.0, 0.0], [312.0, 78.0, 0.0]]"
astar,L1,E2,6.0,4,W1->W2,"[-50.0, 80.0, 0.0]","[0.0, 90.0, 0.0]",1,0.03378,4.1888,4.3073,0.7298,16.0,5265.68,0.0,0.00168,"[[312.0, 78.0, 0.0], [312.0, 84.0, 0.0], [312.0, 84.0, 6.0], [312.0, 84.0, 12.0], [312.0, 90.0, 12.0], [312.0, 90.0, 18.0], [312.0, 90.0, 24.0], [312.0, 90.0, 30.0], [312.0, 90.0, 36.0], [312.0, 90.0, 42.0], [318.0, 90.0, 42.0], [318.0, 96.0, 42.0], [318.0, 96.0, 48.0], [318.0, 102.0, 48.0], [318.0, 102.0, 54.0], [324.0, 102.0, 54.0], [324.0, 102.0, 60.0], [324.0, 102.0, 66.0], [330.0, 102.0, 66.0], [330.0, 102.0, 72.0], [330.0, 102.0, 78.0], [336.0, 102.0, 78.0], [342.0, 102.0, 78.0], [348.0, 102.0, 78.0], [354.0, 102.0, 78.0], [0.0, 102.0, 78.0], [0.0, 102.0, 72.0], [0.0, 96.0, 72.0], [0.0, 96.0, 66.0], [0.0, 96.0, 60.0], [0.0, 96.0, 54.0], [0.0, 96.0, 48.0], [0.0, 96.0, 42.0], [0.0, 96.0, 36.0], [0.0, 96.0, 30.0], [0.0, 90.0, 30.0], [0.0, 90.0, 24.0], [0.0, 90.0, 18.0], [0.0, 90.0, 12.0], [0.0, 90.0, 6.0], [0.0, 90.0, 0.0]]"
astar,L1,E2,6.0,4,W2->W3,"[0.0, 90.0, 0.0]","[0.0, 130.0, 30.0]",1,0.00129,1.2566,1.2631,0.1762,4.8,629.97,0.0,0.00098,"[[0.0, 90.0, 0.0], [0.0, 90.0, 6.0], [0.0, 90.0, 12.0], [0.0, 90.0, 18.0], [0.0, 90.0, 24.0], [0.0, 90.0, 30.0], [0.0, 96.0, 30.0], [0.0, 102.0, 30.0], [0.0, 108.0, 30.0], [0.0, 114.0, 30.0], [0.0, 120.0, 30.0], [0.0, 126.0, 30.0], [0.0, 132.0, 30.0]]"
astar,L1,E2,6.0,4,W3->W4,"[0.0, 130.0, 30.0]","[50.0, 80.0, 0.0]",1,0.00675,3.7699,3.8615,0.6754,14.4,4016.31,0.0,0.00178,"[[0.0, 132.0, 30.0], [0.0, 126.0, 30.0], [0.0, 120.0, 30.0], [0.0, 114.0, 30.0], [0.0, 108.0, 30.0], [0.0, 102.0, 30.0], [0.0, 102.0, 36.0], [0.0, 102.0, 42.0], [0.0, 102.0, 48.0], [0.0, 102.0, 54.0], [0.0, 102.0, 60.0], [0.0, 102.0, 66.0], [0.0, 102.0, 72.0], [0.0, 96.0, 72.0], [6.0, 96.0, 72.0], [12.0, 96.0, 72.0], [18.0, 96.0, 72.0], [24.0, 96.0, 72.0], [30.0, 96.0, 72.0], [30.0, 96.0, 66.0], [36.0, 96.0, 66.0], [42.0, 96.0, 66.0], [42.0, 96.0, 60.0], [42.0, 96.0, 54.0], [42.0, 96.0, 48.0], [42.0, 90.0, 48.0], [42.0, 90.0, 42.0], [48.0, 90.0, 42.0], [48.0, 90.0, 36.0], [48.0, 84.0, 36.0], [48.0, 84.0, 30.0], [48.0, 84.0, 24.0], [48.0, 84.0, 18.0], [48.0, 78.0, 18.0], [48.0, 78.0, 12.0], [48.0, 78.0, 6.0], [48.0, 78.0, 0.0]]"
astar,L1,E2,6.0,4,W4->W5,"[50.0, 80.0, 0.0]","[180.0, 90.0, 0.0]",1,0.00362,2.5133,2.5397,0.709,9.6,1666.69,0.0,0.0,"[[48.0, 78.0, 0.0], [54.0, 78.0, 0.0], [54.0, 84.0, 0.0], [60.0, 84.0, 0.0], [66.0, 84.0, 0.0], [66.0, 90.0, 0.0], [72.0, 90.0, 0.0], [78.0, 90.0, 0.0], [84.0, 90.0, 0.0], [90.0, 90.0, 0.0], [96.0, 90.0, 0.0], [102.0, 90.0, 0.0], [108.0, 90.0, 0.0], [114.0, 90.0, 0.0], [120.0, 90.0, 0.0], [126.0, 90.0, 0.0], [132.0, 90.0, 0.0], [138.0, 90.0, 0.0], [144.0, 90.0, 0.0], [150.0, 90.0, 0.0], [156.0, 90.0, 0.0], [162.0, 90.0, 0.0], [168.0, 90.0, 0.0], [174.0, 90.0, 0.0], [180.0, 90.0, 0.0]]"
astar,L1,E2,6.0,5,W0->W1,"[180.0, 90.0, 0.0]","[-50.0, 80.0, 0.0]",1,0.00202,2.5133,2.5198,0.7208,9.6,601.45,0.0,0.0,"[[180.0, 90.0, 0.0], [180.0, 84.0, 0.0], [180.0, 78.0, 0.0], [186.0, 78.0, 0.0], [192.0, 78.0, 0.0], [198.0, 78.0, 0.0], [204.0, 78.0, 0.0], [210.0, 78.0, 0.0], [216.0, 78.0, 0.0], [222.0, 78.0, 0.0], [228.0, 78.0, 0.0], [234.0, 78.0, 0.0], [240.0, 78.0, 0.0], [246.0, 78.0, 0.0], [252.0, 78.0, 0.0], [258.0, 78.0, 0.0], [264.0, 78.0, 0.0], [270.0, 78.0, 0.0], [276.0, 78.0, 0.0], [282.0, 78.0, 0.0], [288.0, 78.0, 0.0], [294.0, 78.0, 0.0], [300.0, 78.0, 0.0], [306.0, 78.0, 0.0], [312.0, 78.0, 0.0]]"
astar,L1,E2,6.0,5,W1->W2,"[-50.0, 80.0, 0.0]","[0.0, 90.0, 0.0]",1,0.03743,4.1888,4.3073,0.7298,16.0,5265.68,0.0,0.00168,"[[312.0, 78.0, 0.0], [312.0, 84.0, 0.0], [312.0, 84.0, 6.0], [312.0, 84.0, 12.0], [312.0, 90.0, 12.0], [312.0, 90.0, 18.0], [312.0, 90.0, 24.0], [312.0, 90.0, 30.0], [312.0, 90.0, 36.0], [312.0, 90.0, 42.0], [318.0, 90.0, 42.0], [318.0, 96.0, 42.0], [318.0, 96.0, 48.0], [318.0, 102.0, 48.0], [318.0, 102.0, 54.0], [324.0, 102.0, 54.0], [324.0, 102.0, 60.0], [324.0, 102.0, 66.0], [330.0, 102.0, 66.0], [330.0, 102.0, 72.0], [330.0, 102.0, 78.0], [336.0, 102.0, 78.0], [342.0, 102.0, 78.0], [348.0, 102.0, 78.0], [354.0, 102.0, 78.0], [0.0, 102.0, 78.0], [0.0, 102.0, 72.0], [0.0, 96.0, 72.0], [0.0, 96.0, 66.0], [0.0, 96.0, 60.0], [0.0, 96.0, 54.0], [0.0, 96.0, 48.0], [0.0, 96.0, 42.0], [0.0, 96.0, 36.0], [0.0, 96.0, 30.0], [0.0, 90.0, 30.0], [0.0, 90.0, 24.0], [0.0, 90.0, 18.0], [0.0, 90.0, 12.0], [0.0, 90.0, 6.0], [0.0, 90.0, 0.0]]"
astar,L1,E2,6.0,5,W2->W3,"[0.0, 90.0, 0.0]","[0.0, 130.0, 30.0]",1,0.00103,1.2566,1.2631,0.1762,4.8,629.97,0.0,0.00098,"[[0.0, 90.0, 0.0], [0.0, 90.0, 6.0], [0.0, 90.0, 12.0], [0.0, 90.0, 18.0], [0.0, 90.0, 24.0], [0.0, 90.0, 30.0], [0.0, 96.0, 30.0], [0.0, 102.0, 30.0], [0.0, 108.0, 30.0], [0.0, 114.0, 30.0], [0.0, 120.0, 30.0], [0.0, 126.0, 30.0], [0.0, 132.0, 30.0]]"
astar,L1,E2,6.0,5,W3->W4,"[0.0, 130.0, 30.0]","[50.0, 80.0, 0.0]",1,0.00579,3.7699,3.8615,0.6754,14.4,4016.31,0.0,0.00178,"[[0.0, 132.0, 30.0], [0.0, 126.0, 30.0], [0.0, 120.0, 30.0], [0.0, 114.0, 30.0], [0.0, 108.0, 30.0], [0.0, 102.0, 30.0], [0.0, 102.0, 36.0], [0.0, 102.0, 42.0], [0.0, 102.0, 48.0], [0.0, 102.0, 54.0], [0.0, 102.0, 60.0], [0.0, 102.0, 66.0], [0.0, 102.0, 72.0], [0.0, 96.0, 72.0], [6.0, 96.0, 72.0], [12.0, 96.0, 72.0], [18.0, 96.0, 72.0], [24.0, 96.0, 72.0], [30.0, 96.0, 72.0], [30.0, 96.0, 66.0], [36.0, 96.0, 66.0], [42.0, 96.0, 66.0], [42.0, 96.0, 60.0], [42.0, 96.0, 54.0], [42.0, 96.0, 48.0], [42.0, 90.0, 48.0], [42.0, 90.0, 42.0], [48.0, 90.0, 42.0], [48.0, 90.0, 36.0], [48.0, 84.0, 36.0], [48.0, 84.0, 30.0], [48.0, 84.0, 24.0], [48.0, 84.0, 18.0], [48.0, 78.0, 18.0], [48.0, 78.0, 12.0], [48.0, 78.0, 6.0], [48.0, 78.0, 0.0]]"
astar,L1,E2,6.0,5,W4->W5,"[50.0, 80.0, 0.0]","[180.0, 90.0, 0.0]",1,0.00228,2.5133,2.5397,0.709,9.6,1666.69,0.0,0.0,"[[48.0, 78.0, 0.0], [54.0, 78.0, 0.0], [54.0, 84.0, 0.0], [60.0, 84.0, 0.0], [66.0, 84.0, 0.0], [66.0, 90.0, 0.0], [72.0, 90.0, 0.0], [78.0, 90.0, 0.0], [84.0, 90.0, 0.0], [90.0, 90.0, 0.0], [96.0, 90.0, 0.0], [102.0, 90.0, 0.0], [108.0, 90.0, 0.0], [114.0, 90.0, 0.0], [120.0, 90.0, 0.0], [126.0, 90.0, 0.0], [132.0, 90.0, 0.0], [138.0, 90.0, 0.0], [144.0, 90.0, 0.0], [150.0, 90.0, 0.0], [156.0, 90.0, 0.0], [162.0, 90.0, 0.0], [168.0, 90.0, 0.0], [174.0, 90.0, 0.0], [180.0, 90.0, 0.0]]"
astar,L1,E2,8.0,1,W0->W1,"[180.0, 90.0, 0.0]","[-50.0, 80.0, 0.0]",1,0.00177,2.5133,2.5224,0.7302,7.2,1418.82,0.0,0.0,"[[176.0, 88.0, 0.0], [176.0, 80.0, 0.0], [184.0, 80.0, 0.0], [192.0, 80.0, 0.0], [200.0, 80.0, 0.0], [208.0, 80.0, 0.0], [216.0, 80.0, 0.0], [224.0, 80.0, 0.0], [232.0, 80.0, 0.0], [240.0, 80.0, 0.0], [248.0, 80.0, 0.0], [256.0, 80.0, 0.0], [264.0, 80.0, 0.0], [272.0, 80.0, 0.0], [280.0, 80.0, 0.0], [288.0, 80.0, 0.0], [296.0, 80.0, 0.0], [304.0, 80.0, 0.0], [312.0, 80.0, 0.0]]"
astar,L1,E2,8.0,1,W1->W2,"[-50.0, 80.0, 0.0]","[0.0, 90.0, 0.0]",1,0.01604,4.3284,4.4419,0.7398,12.4,6759.33,0.0,0.00179,"[[312.0, 80.0, 0.0], [312.0, 88.0, 0.0], [312.0, 88.0, 8.0], [312.0, 88.0, 16.0], [312.0, 88.0, 24.0], [312.0, 88.0, 32.0], [312.0, 88.0, 40.0], [312.0, 96.0, 40.0], [312.0, 104.0, 40.0], [312.0, 104.0, 48.0], [312.0, 104.0, 56.0], [320.0, 104.0, 56.0], [320.0, 104.0, 64.0], [328.0, 104.0, 64.0], [328.0, 104.0, 72.0], [328.0, 104.0, 80.0], [336.0, 104.0, 80.0], [344.0, 104.0, 80.0], [352.0, 104.0, 80.0], [0.0, 104.0, 80.0], [0.0, 104.0, 72.0], [0.0, 96.0, 72.0], [0.0, 96.0, 64.0], [0.0, 96.0, 56.0], [0.0, 96.0, 48.0], [0.0, 88.0, 48.0], [0.0, 88.0, 40.0], [0.0, 88.0, 32.0], [0.0, 88.0, 24.0], [0.0, 88.0, 16.0], [0.0, 88.0, 8.0], [0.0, 88.0, 0.0]]"
astar,L1,E2,8.0,1,W2->W3,"[0.0, 90.0, 0.0]","[0.0, 130.0, 30.0]",1,0.00105,1.2566,1.2744,0.1771,3.6,1709.34,0.0,0.00094,"[[0.0, 88.0, 0.0], [0.0, 96.0, 0.0], [0.0, 96.0, 8.0], [0.0, 96.0, 16.0], [0.0, 96.0, 24.0], [0.0, 96.0, 32.0], [0.0, 104.0, 32.0], [0.0, 112.0, 32.0], [0.0, 120.0, 32.0], [0.0, 128.0, 32.0]]"
astar,L1,E2,8.0,1,W3->W4,"[0.0, 130.0, 30.0]","[50.0, 80.0, 0.0]",1,0.00289,3.6303,3.7349,0.6674,10.4,6387.75,0.0,0.00168,"[[0.0, 128.0, 32.0], [0.0, 120.0, 32.0], [0.0, 112.0, 32.0], [0.0, 104.0, 32.0], [0.0, 96.0, 32.0], [0.0, 96.0, 40.0], [0.0, 96.0, 48.0], [0.0, 96.0, 56.0], [0.0, 96.0, 64.0], [8.0, 96.0, 64.0], [8.0, 96.0, 72.0], [16.0, 96.0, 72.0], [24.0, 96.0, 72.0], [32.0, 96.0, 72.0], [32.0, 96.0, 64.0], [40.0, 96.0, 64.0], [40.0, 96.0, 56.0], [40.0, 96.0, 48.0], [40.0, 88.0, 48.0], [48.0, 88.0, 48.0], [48.0, 88.0, 40.0], [48.0, 88.0, 32.0], [48.0, 88.0, 24.0], [48.0, 80.0, 24.0], [48.0, 80.0, 16.0], [48.0, 80.0, 8.0], [48.0, 80.0, 0.0]]"
