algoritmo,metrica,entorno,resolucion_deg,repeticion,segmento,inicio_q,meta_q,exito,tiempo_planificacion_s,longitud_geometrica_rad,longitud_continua_rad,longitud_cartesiana_m,duracion_trayectoria_s,jerk_acumulado,manipulabilidad_min,manipulabilidad_mean,camino_grados
astar,L1,E2,8.0,1,W4->W5,"[50.0, 80.0, 0.0]","[180.0, 90.0, 0.0]",1,0.00161,2.3736,2.3828,0.676,6.8,1418.82,0.0,0.0,"[[48.0, 80.0, 0.0], [48.0, 88.0, 0.0], [56.0, 88.0, 0.0], [64.0, 88.0, 0.0], [72.0, 88.0, 0.0], [80.0, 88.0, 0.0], [88.0, 88.0, 0.0], [96.0, 88.0, 0.0], [104.0, 88.0, 0.0], [112.0, 88.0, 0.0], [120.0, 88.0, 0.0], [128.0, 88.0, 0.0], [136.0, 88.0, 0.0], [144.0, 88.0, 0.0], [152.0, 88.0, 0.0], [160.0, 88.0, 0.0], [168.0, 88.0, 0.0], [176.0, 88.0, 0.0]]"
astar,L1,E2,8.0,2,W0->W1,"[180.0, 90.0, 0.0]","[-50.0, 80.0, 0.0]",1,0.00169,2.5133,2.5224,0.7302,7.2,1418.82,0.0,0.0,"[[176.0, 88.0, 0.0], [176.0, 80.0, 0.0], [184.0, 80.0, 0.0], [192.0, 80.0, 0.0], [200.0, 80.0, 0.0], [208.0, 80.0, 0.0], [216.0, 80.0, 0.0], [224.0, 80.0, 0.0], [232.0, 80.0, 0.0], [240.0, 80.0, 0.0], [248.0, 80.0, 0.0], [256.0, 80.0, 0.0], [264.0, 80.0, 0.0], [272.0, 80.0, 0.0], [280.0, 80.0, 0.0], [288.0, 80.0, 0.0], [296.0, 80.0, 0.0], [304.0, 80.0, 0.0], [312.0, 80.0, 0.0]]"
astar,L1,E2,8.0,2,W1->W2,"[-50.0, 80.0, 0.0]","[0.0, 90.0, 0.0]",1,0.01996,4.3284,4.4419,0.7398,12.4,6759.33,0.0,0.00179,"[[312.0, 80.0, 0.0], [312.0, 88.0, 0.0], [312.0, 88.0, 8.0], [312.0, 88.0, 16.0], [312.0, 88.0, 24.0], [312.0, 88.0, 32.0], [312.0, 88.0, 40.0], [312.0, 96.0, 40.0], [312.0, 104.0, 40.0], [312.0, 104.0, 48.0], [312.0, 104.0, 56.0], [320.0, 104.0, 56.0], [320.0, 104.0, 64.0], [328.0, 104.0, 64.0], [328.0, 104.0, 72.0], [328.0, 104.0, 80.0], [336.0, 104.0, 80.0], [344.0, 104.0, 80.0], [352.0, 104.0, 80.0], [0.0, 104.0, 80.0], [0.0, 104.0, 72.0], [0.0, 96.0, 72.0], [0.0, 96.0, 64.0], [0.0, 96.0, 56.0], [0.0, 96.0, 48.0], [0.0, 88.0, 48.0], [0.0, 88.0, 40.0], [0.0, 88.0, 32.0], [0.0, 88.0, 24.0], [0.0, 88.0, 16.0], [0.0, 88.0, 8.0], [0.0, 88.0, 0.0]]"
astar,L1,E2,8.0,2,W2->W3,"[0.0, 90.0, 0.0]","[0.0, 130.0, 30.0]",1,0.00058,1.2566,1.2744,0.1771,3.6,1709.34,0.0,0.00094,"[[0.0, 88.0, 0.0], [0.0, 96.0, 0.0], [0.0, 96.0, 8.0], [0.0, 96.0, 16.0], [0.0, 96.0, 24.0], [0.0, 96.0, 32.0], [0.0, 104.0, 32.0], [0.0, 112.0, 32.0], [0.0, 120.0, 32.0], [0.0, 128.0, 32.0]]"
astar,L1,E2,8.0,2,W3->W4,"[0.0, 130.0, 30.0]","[50.0, 80.0, 0.0]",1,0.00338,3.6303,3.7349,0.6674,10.4,6387.75,0.0,0.00168,"[[0.0, 128.0, 32.0], [0.0, 120.0, 32.0], [0.0, 112.0, 32.0], [0.0, 104.0, 32.0], [0.0, 96.0, 32.0], [0.0, 96.0, 40.0], [0.0, 96.0, 48.0], [0.0, 96.0, 56.0], [0.0, 96.0, 64.0], [8.0, 96.0, 64.0], [8.0, 96.0, 72.0], [16.0, 96.0, 72.0], [24.0, 96.0, 72.0], [32.0, 96.0, 72.0], [32.0, 96.0, 64.0], [40.0, 96.0, 64.0], [40.0, 96.0, 56.0], [40.0, 96.0, 48.0], [40.0, 88.0, 48.0], [48.0, 88.0, 48.0], [48.0, 88.0, 40.0], [48.0, 88.0, 32.0], [48.0, 88.0, 24.0], [48.0, 80.0, 24.0], [48.0, 80.0, 16.0], [48.0, 80.0, 8.0], [48.0, 80.0, 0.0]]"
astar,L1,E2,8.0,2,W4->W5,"[50.0, 80.0, 0.0]","[180.0, 90.0, 0.0]",1,0.00184,2.3736,2.3828,0.676,6.8,1418.82,0.0,0.0,"[[48.0, 80.0, 0.0], [48.0, 88.0, 0.0], [56.0, 88.0, 0.0], [64.0, 88.0, 0.0], [72.0, 88.0, 0.0], [80.0, 88.0, 0.0], [88.0, 88.0, 0.0], [96.0, 88.0, 0.0], [104.0, 88.0, 0.0], [112.0, 88.0, 0.0], [120.0, 88.0, 0.0], [128.0, 88.0, 0.0], [136.0, 88.0, 0.0], [144.0, 88.0, 0.0], [152.0, 88.0, 0.0], [160.0, 88.0, 0.0], [168.0, 88.0, 0.0], [176.0, 88.0, 0.0]]"
astar,L1,E2,8.0,3,W0->W1,"[180.0, 90.0, 0.0]","[-50.0, 80.0, 0.0]",1,0.0017,2.5133,2.5224,0.7302,7.2,1418.82,0.0,0.0,"[[176.0, 88.0, 0.0], [176.0, 80.0, 0.0], [184.0, 80.0, 0.0], [192.0, 80.0, 0.0], [200.0, 80.0, 0.0], [208.0, 80.0, 0.0], [216.0, 80.0, 0.0], [224.0, 80.0, 0.0], [232.0, 80.0, 0.0], [240.0, 80.0, 0.0], [248.0, 80.0, 0.0], [256.0, 80.0, 0.0], [264.0, 80.0, 0.0], [272.0, 80.0, 0.0], [280.0, 80.0, 0.0], [288.0, 80.0, 0.0], [296.0, 80.0, 0.0], [304.0, 80.0, 0.0], [312.0, 80.0, 0.0]]"
astar,L1,E2,8.0,3,W1->W2,"[-50.0, 80.0, 0.0]","[0.0, 90.0, 0.0]",1,0.01847,4.3284,4.4419,0.7398,12.4,6759.33,0.0,0.00179,"[[312.0, 80.0, 0.0], [312.0, 88.0, 0.0], [312.0, 88.0, 8.0], [312.0, 88.0, 16.0], [312.0, 88.0, 24.0], [312.0, 88.0, 32.0], [312.0, 88.0, 40.0], [312.0, 96.0, 40.0], [312.0, 104.0, 40.0], [312.0, 104.0, 48.0], [312.0, 104.0, 56.0], [320.0, 104.0, 56.0], [320.0, 104.0, 64.0], [328.0, 104.0, 64.0], [328.0, 104.0, 72.0], [328.0, 104.0, 80.0], [336.0, 104.0, 80.0], [344.0, 104.0, 80.0], [352.0, 104.0, 80.0], [0.0, 104.0, 80.0], [0.0, 104.0, 72.0], [0.0, 96.0, 72.0], [0.0, 96.0, 64.0], [0.0, 96.0, 56.0], [0.0, 96.0, 48.0], [0.0, 88.0, 48.0], [0.0, 88.0, 40.0], [0.0, 88.0, 32.0], [0.0, 88.0, 24.0], [0.0, 88.0, 16.0], [0.0, 88.0, 8.0], [0.0, 88.0, 0.0]]"
astar,L1,E2,8.0,3,W2->W3,"[0.0, 90.0, 0.0]","[0.0, 130.0, 30.0]",1,0.00059,1.2566,1.2744,0.1771,3.6,1709.34,0.0,0.00094,"[[0.0, 88.0, 0.0], [0.0, 96.0, 0.0], [0.0, 96.0, 8.0], [0.0, 96.0, 16.0], [0.0, 96.0, 24.0], [0.0, 96.0, 32.0], [0.0, 104.0, 32.0], [0.0, 112.0, 32.0], [0.0, 120.0, 32.0], [0.0, 128.0, 32.0]]"
astar,L1,E2,8.0,3,W3->W4,"[0.0, 130.0, 30.0]","[50.0, 80.0, 0.0]",1,0.00354,3.6303,3.7349,0.6674,10.4,6387.75,0.0,0.00168,"[[0.0, 128.0, 32.0], [0.0, 120.0, 32.0], [0.0, 112.0, 32.0], [0.0, 104.0, 32.0], [0.0, 96.0, 32.0], [0.0, 96.0, 40.0], [0.0, 96.0, 48.0], [0.0, 96.0, 56.0], [0.0, 96.0, 64.0], [8.0, 96.0, 64.0], [8.0, 96.0, 72.0], [16.0, 96.0, 72.0], [24.0, 96.0, 72.0], [32.0, 96.0, 72.0], [32.0, 96.0, 64.0], [40.0, 96.0, 64.0], [40.0, 96.0, 56.0], [40.0, 96.0, 48.0], [40.0, 88.0, 48.0], [48.0, 88.0, 48.0], [48.0, 88.0, 40.0], [48.0, 88.0, 32.0], [48.0, 88.0, 24.0], [48.0, 80.0, 24.0], [48.0, 80.0, 16.0], [48.0, 80.0, 8.0], [48.0, 80.0, 0.0]]"
astar,L1,E2,8.0,3,W4->W5,"[50.0, 80.0, 0.0]","[180.0, 90.0, 0.0]",1,0.00175,2.3736,2.3828,0.676,6.8,1418.82,0.0,0.0,"[[48.0, 80.0, 0.0], [48.0, 88.0, 0.0], [56.0, 88.0, 0.0], [64.0, 88.0, 0.0], [72.0, 88.0, 0.0], [80.0, 88.0, 0.0], [88.0, 88.0, 0.0], [96.0, 88.0, 0.0], [104.0, 88.0, 0.0], [112.0, 88.0, 0.0], [120.0, 88.0, 0.0], [128.0, 88.0, 0.0], [136.0, 88.0, 0.0], [144.0, 88.0, 0.0], [152.0, 88.0, 0.0], [160.0, 88.0, 0.0], [168.0, 88.0, 0.0], [176.0, 88.0, 0.0]]"
astar,L1,E2,8.0,4,W0->W1,"[180.0, 90.0, 0.0]","[-50.0, 80.0, 0.0]",1,0.00187,2.5133,2.5224,0.7302,7.2,1418.82,0.0,0.0,"[[176.0, 88.0, 0.0], [176.0, 80.0, 0.0], [184.0, 80.0, 0.0], [192.0, 80.0, 0.0], [200.0, 80.0, 0.0], [208.0, 80.0, 0.0], [216.0, 80.0, 0.0], [224.0, 80.0, 0.0], [232.0, 80.0, 0.0], [240.0, 80.0, 0.0], [248.0, 80.0, 0.0], [256.0, 80.0, 0.0], [264.0, 80.0, 0.0], [272.0, 80.0, 0.0], [280.0, 80.0, 0.0], [288.0, 80.0, 0.0], [296.0, 80.0, 0.0], [304.0, 80.0, 0.0], [312.0, 80.0, 0.0]]"
astar,L1,E2,8.0,4,W1->W2,"[-50.0, 80.0, 0.0]","[0.0, 90.0, 0.0]",1,0.01586,4.3284,4.4419,0.7398,12.4,6759.33,0.0,0.00179,"[[312.0, 80.0, 0.0], [312.0, 88.0, 0.0], [312.0, 88.0, 8.0], [312.0, 88.0, 16.0], [312.0, 88.0, 24.0], [312.0, 88.0, 32.0], [312.0, 88.0, 40.0], [312.0, 96.0, 40.0], [312.0, 104.0, 40.0], [312.0, 104.0, 48.0], [312.0, 104.0, 56.0], [320.0, 104.0, 56.0], [320.0, 104.0, 64.0], [328.0, 104.0, 64.0], [328.0, 104.0, 72.0], [328.0, 104.0, 80.0], [336.0, 104.0, 80.0], [344.0, 104.0, 80.0], [352.0, 104.0, 80.0], [0.0, 104.0, 80.0], [0.0, 104.0, 72.0], [0.0, 96.0, 72.0], [0.0, 96.0, 64.0], [0.0, 96.0, 56.0], [0.0, 96.0, 48.0], [0.0, 88.0, 48.0], [0.0, 88.0, 40.0], [0.0, 88.0, 32.0], [0.0, 88.0, 24.0], [0.0, 88.0, 16.0], [0.0, 88.0, 8.0], [0.0, 88.0, 0.0]]"
astar,L1,E2,8.0,4,W2->W3,"[0.0, 90.0, 0.0]","[0.0, 130.0, 30.0]",1,0.00057,1.2566,1.2744,0.1771,3.6,1709.34,0.0,0.00094,"[[0.0, 88.0, 0.0], [0.0, 96.0, 0.0], [0.0, 96.0, 8.0], [0.0, 96.0, 16.0], [0.0, 96.0, 24.0], [0.0, 96.0, 32.0], [0.0, 104.0, 32.0], [0.0, 112.0, 32.0], [0.0, 120.0, 32.0], [0.0, 128.0, 32.0]]"
astar,L1,E2,8.0,4,W3->W4,"[0.0, 130.0, 30.0]","[50.0, 80.0, 0.0]",1,0.00285,3.6303,3.7349,0.6674,10.4,6387.75,0.0,0.00168,"[[0.0, 128.0, 32.0], [0.0, 120.0, 32.0], [0.0, 112.0, 32.0], [0.0, 104.0, 32.0], [0.0, 96.0, 32.0], [0.0, 96.0, 40.0], [0.0, 96.0, 48.0], [0.0, 96.0, 56.0], [0.0, 96.0, 64.0], [8.0, 96.0, 64.0], [8.0, 96.0, 72.0], [16.0, 96.0, 72.0], [24.0, 96.0, 72.0], [32.0, 96.0, 72.0], [32.0, 96.0, 64.0], [40.0, 96.0, 64.0], [40.0, 96.0, 56.0], [40.0, 96.0, 48.0], [40.0, 88.0, 48.0], [48.0, 88.0, 48.0], [48.0, 88.0, 40.0], [48.0, 88.0, 32.0], [48.0, 88.0, 24.0], [48.0, 80.0, 24.0], [48.0, 80.0, 16.0], [48.0, 80.0, 8.0], [48.0, 80.0, 0.0]]"
astar,L1,E2,8.0,4,W4->W5,"[50.0, 80.0, 0.0]","[180.0, 90.0, 0.0]",1,0.00161,2.3736,2.3828,0.676,6.8,1418.82,0.0,0.0,"[[48.0, 80.0, 0.0], [48.0, 88.0, 0.0], [56.0, 88.0, 0.0], [64.0, 88.0, 0.0], [72.0, 88.0, 0.0], [80.0, 88.0, 0.0], [88.0, 88.0, 0.0], [96.0, 88.0, 0.0], [104.0, 88.0, 0.0], [112.0, 88.0, 0.0], [120.0, 88.0, 0.0], [128.0, 88.0, 0.0], [136.0, 88.0, 0.0], [144.0, 88.0, 0.0], [152.0, 88.0, 0.0], [160.0, 88.0, 0.0], [168.0, 88.0, 0.0], [176.0, 88.0, 0.0]]"
astar,L1,E2,8.0,5,W0->W1,"[180.0, 90.0, 0.0]","[-50.0, 80.0, 0.0]",1,0.0017,2.5133,2.5224,0.7302,7.2,1418.82,0.0,0.0,"[[176.0, 88.0, 0.0], [176.0, 80.0, 0.0], [184.0, 80.0, 0.0], [192.0, 80.0, 0.0], [200.0, 80.0, 0.0], [208.0, 80.0, 0.0], [216.0, 80.0, 0.0], [224.0, 80.0, 0.0], [232.0, 80.0, 0.0], [240.0, 80.0, 0.0], [248.0, 80.0, 0.0], [256.0, 80.0, 0.0], [264.0, 80.0, 0.0], [272.0, 80.0, 0.0], [280.0, 80.0, 0.0], [288.0, 80.0, 0.0], [296.0, 80.0, 0.0], [304.0, 80.0, 0.0], [312.0, 80.0, 0.0]]"
astar,L1,E2,8.0,5,W1->W2,"[-50.0, 80.0, 0.0]","[0.0, 90.0, 0.0]",1,0.01905,4.3284,4.4419,0.7398,12.4,6759.33,0.0,0.00179,"[[312.0, 80.0, 0.0], [312.0, 88.0, 0.0], [312.0, 88.0, 8.0], [312.0, 88.0, 16.0], [312.0, 88.0, 24.0], [312.0, 88.0, 32.0], [312.0, 88.0, 40.0], [312.0, 96.0, 40.0], [312.0, 104.0, 40.0], [312.0, 104.0, 48.0], [312.0, 104.0, 56.0], [320.0, 104.0, 56.0], [320.0, 104.0, 64.0], [328.0, 104.0, 64.0], [328.0, 104.0, 72.0], [328.0, 104.0, 80.0], [336.0, 104.0, 80.0], [344.0, 104.0, 80.0], [352.0, 104.0, 80.0], [0.0, 104.0, 80.0], [0.0, 104.0, 72.0], [0.0, 96.0, 72.0], [0.0, 96.0, 64.0], [0.0, 96.0, 56.0], [0.0, 96.0, 48.0], [0.0, 88.0, 48.0], [0.0, 88.0, 40.0], [0.0, 88.0, 32.0], [0.0, 88.0, 24.0], [0.0, 88.0, 16.0], [0.0, 88.0, 8.0], [0.0, 88.0, 0.0]]"
astar,L1,E2,8.0,5,W2->W3,"[0.0, 90.0, 0.0]","[0.0, 130.0, 30.0]",1,0.00054,1.2566,1.2744,0.1771,3.6,1709.34,0.0,0.00094,"[[0.0, 88.0, 0.0], [0.0, 96.0, 0.0], [0.0, 96.0, 8.0], [0.0, 96.0, 16.0], [0.0, 96.0, 24.0], [0.0, 96.0, 32.0], [0.0, 104.0, 32.0], [0.0, 112.0, 32.0], [0.0, 120.0, 32.0], [0.0, 128.0, 32.0]]"
astar,L1,E2,8.0,5,W3->W4,"[0.0, 130.0, 30.0]","[50.0, 80.0, 0.0]",1,0.00286,3.6303,3.7349,0.6674,10.4,6387.75,0.0,0.00168,"[[0.0, 128.0, 32.0], [0.0, 120.0, 32.0], [0.0, 112.0, 32.0], [0.0, 104.0, 32.0], [0.0, 96.0, 32.0], [0.0, 96.0, 40.0], [0.0, 96.0, 48.0], [0.0, 96.0, 56.0], [0.0, 96.0, 64.0], [8.0, 96.0, 64.0], [8.0, 96.0, 72.0], [16.0, 96.0, 72.0], [24.0, 96.0, 72.0], [32.0, 96.0, 72.0], [32.0, 96.0, 64.0], [40.0, 96.0, 64.0], [40.0, 96.0, 56.0], [40.0, 96.0, 48.0], [40.0, 88.0, 48.0], [48.0, 88.0, 48.0], [48.0, 88.0, 40.0], [48.0, 88.0, 32.0], [48.0, 88.0, 24.0], [48.0, 80.0, 24.0], [48.0, 80.0, 16.0], [48.0, 80.0, 8.0], [48.0, 80.0, 0.0]]"
astar,L1,E2,8.0,5,W4->W5,"[50.0, 80.0, 0.0]","[180.0, 90.0, 0.0]",1,0.00168,2.3736,2.3828,0.676,6.8,1418.82,0.0,0.0,"[[48.0, 80.0, 0.0], [48.0, 88.0, 0.0], [56.0, 88.0, 0.0], [64.0, 88.0, 0.0], [72.0, 88.0, 0.0], [80.0, 88.0, 0.0], [88.0, 88.0, 0.0], [96.0, 88.0, 0.0], [104.0, 88.0, 0.0], [112.0, 88.0, 0.0], [120.0, 88.0, 0.0], [128.0, 88.0, 0.0], [136.0, 88.0, 0.0], [144.0, 88.0, 0.0], [152.0, 88.0, 0.0], [160.0, 88.0, 0.0], [168.0, 88.0, 0.0], [176.0, 88.0, 0.0]]"
astar,L1,E2,10.0,1,W0->W1,"[180.0, 90.0, 0.0]","[-50.0, 80.0, 0.0]",1,0.00093,2.4435,2.4548,0.7045,5.6,2216.91,0.0,0.0,"[[180.0, 90.0, 0.0], [180.0, 80.0, 0.0], [190.0, 80.0, 0.0], [200.0, 80.0, 0.0], [210.0, 80.0, 0.0], [220.0, 80.0, 0.0], [230.0, 80.0, 0.0], [240.0, 80.0, 0.0], [250.0, 80.0, 0.0], [260.0, 80.0, 0.0], [270.0, 80.0, 0.0], [280.0, 80.0, 0.0], [290.0, 80.0, 0.0], [300.0, 80.0, 0.0], [310.0, 80.0, 0.0]]"
astar,L1,E2,10.0,1,W1->W2,"[-50.0, 80.0, 0.0]","[0.0, 90.0, 0.0]",1,0.00799,4.1888,4.3089,0.737,9.6,8888.07,0.0,0.00169,"[[310.0, 80.0, 0.0], [310.0, 80.0, 10.0], [310.0, 80.0, 20.0], [310.0, 80.0, 30.0], [310.0, 90.0, 30.0], [310.0, 90.0, 40.0], [310.0, 90.0, 50.0], [320.0, 90.0, 50.0], [320.0, 100.0, 50.0], [320.0, 100.0, 60.0], [320.0, 100.0, 70.0], [330.0, 100.0, 70.0], [330.0, 100.0, 80.0], [340.0, 100.0, 80.0], [350.0, 100.0, 80.0], [0.0, 100.0, 80.0], [0.0, 100.0, 70.0], [0.0, 100.0, 60.0], [0.0, 100.0, 50.0], [0.0, 90.0, 50.0], [0.0, 90.0, 40.0], [0.0, 90.0, 30.0], [0.0, 90.0, 20.0], [0.0, 90.0, 10.0], [0.0, 90.0, 0.0]]"
astar,L1,E2,10.0,1,W2->W3,"[0.0, 90.0, 0.0]","[0.0, 130.0, 30.0]",1,0.00036,1.2217,1.2325,0.1716,2.8,1752.12,0.0,0.00095,"[[0.0, 90.0, 0.0], [0.0, 90.0, 10.0], [0.0, 90.0, 20.0], [0.0, 90.0, 30.0], [0.0, 100.0, 30.0], [0.0, 110.0, 30.0], [0.0, 120.0, 30.0], [0.0, 130.0, 30.0]]"
astar,L1,E2,10.0,1,W3->W4,"[0.0, 130.0, 30.0]","[50.0, 80.0, 0.0]",1,0.00179,4.0143,4.1234,0.7135,9.2,7908.64,0.0,0.00191,"[[0.0, 130.0, 30.0], [0.0, 120.0, 30.0], [0.0, 110.0, 30.0], [0.0, 100.0, 30.0], [0.0, 100.0, 40.0], [0.0, 100.0, 50.0], [0.0, 100.0, 60.0], [0.0, 100.0, 70.0], [0.0, 100.0, 80.0], [10.0, 100.0, 80.0], [20.0, 100.0, 80.0], [30.0, 100.0, 80.0], [30.0, 100.0, 70.0], [40.0, 100.0, 70.0], [40.0, 100.0, 60.0], [40.0, 100.0, 50.0], [40.0, 90.0, 50.0], [50.0, 90.0, 50.0], [50.0, 90.0, 40.0], [50.0, 90.0, 30.0], [50.0, 80.0, 30.0], [50.0, 80.0, 20.0], [50.0, 80.0, 10.0], [50.0, 80.0, 0.0]]"
astar,L1,E2,10.0,1,W4->W5,"[50.0, 80.0, 0.0]","[180.0, 90.0, 0.0]",1,0.00141,2.4435,2.4548,0.7045,5.6,2216.91,0.0,0.0,"[[50.0, 80.0, 0.0], [60.0, 80.0, 0.0], [70.0, 80.0, 0.0], [80.0, 80.0, 0.0], [90.0, 80.0, 0.0], [100.0, 80.0, 0.0], [110.0, 80.0, 0.0], [120.0, 80.0, 0.0], [130.0, 80.0, 0.0], [140.0, 80.0, 0.0], [150.0, 80.0, 0.0], [160.0, 80.0, 0.0], [170.0, 80.0, 0.0], [180.0, 80.0, 0.0], [180.0, 90.0, 0.0]]"
astar,L1,E2,10.0,2,W0->W1,"[180.0, 90.0, 0.0]","[-50.0, 80.0, 0.0]",1,0.00097,2.4435,2.4548,0.7045,5.6,2216.91,0.0,0.0,"[[180.0, 90.0, 0.0], [180.0, 80.0, 0.0], [190.0, 80.0, 0.0], [200.0, 80.0, 0.0], [210.0, 80.0, 0.0], [220.0, 80.0, 0.0], [230.0, 80.0, 0.0], [240.0, 80.0, 0.0], [250.0, 80.0, 0.0], [260.0, 80.0, 0.0], [270.0, 80.0, 0.0], [280.0, 80.0, 0.0], [290.0, 80.0, 0.0], [300.0, 80.0, 0.0], [310.0, 80.0, 0.0]]"
astar,L1,E2,10.0,2,W1->W2,"[-50.0, 80.0, 0.0]","[0.0, 90.0, 0.0]",1,0.00738,4.1888,4.3089,0.737,9.6,8888.07,0.0,0.00169,"[[310.0, 80.0, 0.0], [310.0, 80.0, 10.0], [310.0, 80.0, 20.0], [310.0, 80.0, 30.0], [310.0, 90.0, 30.0], [310.0, 90.0, 40.0], [310.0, 90.0, 50.0], [320.0, 90.0, 50.0], [320.0, 100.0, 50.0], [320.0, 100.0, 60.0], [320.0, 100.0, 70.0], [330.0, 100.0, 70.0], [330.0, 100.0, 80.0], [340.0, 100.0, 80.0], [350.0, 100.0, 80.0], [0.0, 100.0, 80.0], [0.0, 100.0, 70.0], [0.0, 100.0, 60.0], [0.0, 100.0, 50.0], [0.0, 90.0, 50.0], [0.0, 90.0, 40.0], [0.0, 90.0, 30.0], [0.0, 90.0, 20.0], [0.0, 90.0, 10.0], [0.0, 90.0, 0.0]]"
astar,L1,E2,10.0,2,W2->W3,"[0.0, 90.0, 0.0]","[0.0, 130.0, 30.0]",1,0.00045,1.2217,1.2325,0.1716,2.8,1752.12,0.0,0.00095,"[[0.0, 90.0, 0.0], [0.0, 90.0, 10.0], [0.0, 90.0, 20.0], [0.0, 90.0, 30.0], [0.0, 100.0, 30.0], [0.0, 110.0, 30.0], [0.0, 120.0, 30.0], [0.0, 130.0, 30.0]]"
astar,L1,E2,10.0,2,W3->W4,"[0.0, 130.0, 30.0]","[50.0, 80.0, 0.0]",1,0.00196,4.0143,4.1234,0.7135,9.2,7908.64,0.0,0.00191,"[[0.0, 130.0, 30.0], [0.0, 120.0, 30.0], [0.0, 110.0, 30.0], [0.0, 100.0, 30.0], [0.0, 100.0, 40.0], [0.0, 100.0, 50.0], [0.0, 100.0, 60.0], [0.0, 100.0, 70.0], [0.0, 100.0, 80.0], [10.0, 100.0, 80.0], [20.0, 100.0, 80.0], [30.0, 100.0, 80.0], [30.0, 100.0, 70.0], [40.0, 100.0, 70.0], [40.0, 100.0, 60.0], [40.0, 100.0, 50.0], [40.0, 90.0, 50.0], [50.0, 90.0, 50.0], [50.0, 90.0, 40.0], [50.0, 90.0, 30.0], [50.0, 80.0, 30.0], [50.0, 80.0, 20.0], [50.0, 80.0, 10.0], [50.0, 80.0, 0.0]]"
astar,L1,E2,10.0,2,W4->W5,"[50.0, 80.0, 0.0]","[180.0, 90.0, 0.0]",1,0.0013,2.4435,2.4548,0.7045,5.6,2216.91,0.0,0.0,"[[50.0, 80.0, 0.0], [60.0, 80.0, 0.0], [70.0, 80.0, 0.0], [80.0, 80.0, 0.0], [90.0, 80.0, 0.0], [100.0, 80.0, 0.0], [110.0, 80.0, 0.0], [120.0, 80.0, 0.0], [130.0, 80.0, 0.0], [140.0, 80.0, 0.0], [150.0, 80.0, 0.0], [160.0, 80.0, 0.0], [170.0, 80.0, 0.0], [180.0, 80.0, 0.0], [180.0, 90.0, 0.0]]"
astar,L1,E2,10.0,3,W0->W1,"[180.0, 90.0, 0.0]","[-50.0, 80.0, 0.0]",1,0.0009,2.4435,2.4548,0.7045,5.6,2216.91,0.0,0.0,"[[180.0, 90.0, 0.0], [180.0, 80.0, 0.0], [190.0, 80.0, 0.0], [200.0, 80.0, 0.0], [210.0, 80.0, 0.0], [220.0, 80.0, 0.0], [230.0, 80.0, 0.0], [240.0, 80.0, 0.0], [250.0, 80.0, 0.0], [260.0, 80.0, 0.0], [270.0, 80.0, 0.0], [280.0, 80.0, 0.0], [290.0, 80.0, 0.0], [300.0, 80.0, 0.0], [310.0, 80.0, 0.0]]"
astar,L1,E2,10.0,3,W1->W2,"[-50.0, 80.0, 0.0]","[0.0, 90.0, 0.0]",1,0.00758,4.1888,4.3089,0.737,9.6,8888.07,0.0,0.00169,"[[310.0, 80.0, 0.0], [310.0, 80.0, 10.0], [310.0, 80.0, 20.0], [310.0, 80.0, 30.0], [310.0, 90.0, 30.0], [310.0, 90.0, 40.0], [310.0, 90.0, 50.0], [320.0, 90.0, 50.0], [320.0, 100.0, 50.0], [320.0, 100.0, 60.0], [320.0, 100.0, 70.0], [330.0, 100.0, 70.0], [330.0, 100.0, 80.0], [340.0, 100.0, 80.0], [350.0, 100.0, 80.0], [0.0, 100.0, 80.0], [0.0, 100.0, 70.0], [0.0, 100.0, 60.0], [0.0, 100.0, 50.0], [0.0, 90.0, 50.0], [0.0, 90.0, 40.0], [0.0, 90.0, 30.0], [0.0, 90.0, 20.0], [0.0, 90.0, 10.0], [0.0, 90.0, 0.0]]"
astar,L1,E2,10.0,3,W2->W3,"[0.0, 90.0, 0.0]","[0.0, 130.0, 30.0]",1,0.00036,1.2217,1.2325,0.1716,2.8,1752.12,0.0,0.00095,"[[0.0, 90.0, 0.0], [0.0, 90.0, 10.0], [0.0, 90.0, 20.0], [0.0, 90.0, 30.0], [0.0, 100.0, 30.0], [0.0, 110.0, 30.0], [0.0, 120.0, 30.0], [0.0, 130.0, 30.0]]"
astar,L1,E2,10.0,3,W3->W4,"[0.0, 130.0, 30.0]","[50.0, 80.0, 0.0]",1,0.00184,4.0143,4.1234,0.7135,9.2,7908.64,0.0,0.00191,"[[0.0, 130.0, 30.0], [0.0, 120.0, 30.0], [0.0, 110.0, 30.0], [0.0, 100.0, 30.0], [0.0, 100.0, 40.0], [0.0, 100.0, 50.0], [0.0, 100.0, 60.0], [0.0, 100.0, 70.0], [0.0, 100.0, 80.0], [10.0, 100.0, 80.0], [20.0, 100.0, 80.0], [30.0, 100.0, 80.0], [30.0, 100.0, 70.0], [40.0, 100.0, 70.0], [40.0, 100.0, 60.0], [40.0, 100.0, 50.0], [40.0, 90.0, 50.0], [50.0, 90.0, 50.0], [50.0, 90.0, 40.0], [50.0, 90.0, 30.0], [50.0, 80.0, 30.0], [50.0, 80.0, 20.0], [50.0, 80.0, 10.0], [50.0, 80.0, 0.0]]"
